trial,activity,frame0,time_from_clip_start_nominal_s,com_proxy_camera_x_m,com_proxy_camera_y_m,com_proxy_camera_z_m,delta_camera_x_m,delta_camera_minus_y_m,delta_camera_z_m,absolute_height_above_floor_m,true_horizontal_1_m,true_horizontal_2_m,equal_joint_centroid_x_m,equal_joint_centroid_y_m,equal_joint_centroid_z_m,median_normalized_limb_scale,max_joint_step_from_previous_m,review_flag,head_ankle_angle_to_camera_minus_y_deg,eye_to_furthest_foot_m
S50A14T02,A14,0,0.0,0.2996522131634931,0.6409778627746505,2.4378650336148047,0.0,0.0,0.0,,,,0.2270656001865864,0.6950982685089111,2.3241009979248055,0.9808937749003,,False,103.07980702534906,1.508169851464429
S50A14T02,A14,1,0.03333333333333333,0.28877914899077517,0.6126620160646779,2.4352707230271267,-0.010873064172717939,0.02831584670997267,-0.002594310587678006,,,,0.21469640312343835,0.6756693024635316,2.319262004852295,0.9539806652422927,0.1207619587886547,False,103.05180456784583,1.4654519983287582
S50A14T02,A14,2,0.06666666666666667,0.26015258144400993,0.5747896978281233,2.450360928117737,-0.039499631719483175,0.06618816494652724,0.012495894502932536,,,,0.18994062072038653,0.6450410690307616,2.329715152740478,0.9939699096619556,0.17288356390428505,True,106.04792712816662,1.5065938239367114
S50A14T02,A14,3,0.1,0.24898313982742887,0.5222924177380737,2.4547898722736163,-0.05066907333606424,0.11868544503657685,0.01692483865881167,,,,0.17629351615905756,0.602133219242096,2.3455623703002932,0.9753821419811471,0.14203686763612103,False,108.56224548913069,1.504483415748916
S50A14T02,A14,4,0.13333333333333333,0.24202301143538116,0.48772894016154206,2.454232533871272,-0.05762920172811195,0.15324892261310846,0.01636750025646716,,,,0.1669298827648163,0.5765288691520692,2.3467525367736815,0.9816133147700778,0.07637796687705961,False,109.77696948948383,1.5453220441532025
S50A14T02,A14,5,0.16666666666666666,0.23804876959388396,0.46297419756209207,2.4502677370515533,-0.061603443569609145,0.17800366521255845,0.012402703436748652,,,,0.15905415362119676,0.5579508848190308,2.3487961196899416,0.986159872958597,0.06966333850001626,False,109.74572450113598,1.547269971795619
S50A14T02,A14,6,0.2,0.23724832867336793,0.45538432148409036,2.4563266766960843,-0.06240388449012518,0.18559354129056016,0.01846164308127962,,,,0.1540534549951553,0.5525980656147004,2.356204818725586,0.976065451048813,0.049999630761078266,False,111.1386498113298,1.5397008399027634
S50A14T02,A14,7,0.23333333333333334,0.23237100044456527,0.4600979546484136,2.4690100620356055,-0.06728121271892784,0.18087990812623694,0.031145028420800802,,,,0.14565051192045214,0.5576703613996505,2.3664874610900877,0.9918278051303093,0.056962214085405374,False,111.53499592100141,1.5866437545706142
S50A14T02,A14,8,0.26666666666666666,0.23095598903657122,0.47097920395337545,2.4837323551285766,-0.06869622412692189,0.16999865882127507,0.04586732151377193,,,,0.14507430223375561,0.5712476037740706,2.3761950454711913,0.9976697199650393,0.05651891702738029,False,113.09529595175445,1.6197341816485484
S50A14T02,A14,9,0.3,0.22443995867101932,0.4832243491431051,2.496020495276196,-0.07521225449247379,0.15775351363154544,0.058155461661391517,,,,0.1399488867968321,0.5796194961071015,2.38315650177002,1.012307268125212,0.04824737452462607,False,113.65850263302124,1.6335745636346948
S50A14T02,A14,10,0.3333333333333333,0.21599076627246525,0.5019482191315298,2.503545700835729,-0.08366144689102786,0.13902964364312076,0.06568066722092425,,,,0.135092758834362,0.5926577658653258,2.388825050354004,1.0025452983758047,0.05178171433435994,False,114.70354946948198,1.6207099528511235
S50A14T02,A14,11,0.36666666666666664,0.18173080316263476,0.5367275863171268,2.5175864687435108,-0.11792141000085835,0.10425027645752372,0.07972143512870611,,,,0.10371620994806288,0.6090759234428406,2.3982730865478517,1.002298765346811,0.13284011603630966,False,113.90305013189968,1.6067795920263568
S50A14T02,A14,12,0.4,0.1815242536641962,0.5465345543665369,2.5191399487154302,-0.11812795949929691,0.09444330840811366,0.08127491510062557,,,,0.09949539673328399,0.6137179307937624,2.4034703941345215,1.01702135708169,0.06289677398795658,False,111.60845010349712,1.6316123492238268
S50A14T02,A14,13,0.43333333333333335,0.19481965405932938,0.5752711454765504,2.549796629297778,-0.10483255910416373,0.06570671729810007,0.1119315956829734,,,,0.10194449910521505,0.6376796994209291,2.441460796356201,1.0509652733183157,0.234847991216657,True,104.44355481707579,1.6946335233719791
S50A14T02,A14,14,0.4666666666666667,0.20641878902889527,0.6037215443684598,2.5753515087269974,-0.09323342413459784,0.0372563184061907,0.1374864751121927,,,,0.11961236333847045,0.6578383617401123,2.4553744125366213,1.0541469590076973,0.1679905358891607,False,101.07916305012773,1.6719859323295092
S50A14T02,A14,15,0.5,0.20431212503130114,0.6143718410944257,2.586576428752524,-0.09534008813219197,0.026606021680224856,0.14871139513771947,,,,0.11827087205648423,0.6687102270126342,2.45868185043335,1.035771514829046,0.14094618655332022,False,95.59577373314309,1.6476993227309262
S50A14T02,A14,16,0.5333333333333333,0.19592816400652627,0.6069379828132146,2.5854006195052666,-0.10372404915696684,0.03403987996143587,0.1475355858904619,,,,0.10918919887393715,0.6691878108978272,2.457388961791992,1.0602429506702777,0.11359026962580474,False,91.38211514656693,1.7170408305402083
S50A14T02,A14,17,0.5666666666666667,0.21461956201962712,0.5963127985451427,2.605011153877241,-0.08503265114386599,0.04466506422950778,0.16714612026243625,,,,0.12081814709305763,0.6668511600494385,2.4718504486083983,1.0292397498944865,0.12725003577800492,False,89.14177485534464,1.655898548707764
S50A14T02,A14,18,0.6,0.22429411959551332,0.581718408177254,2.619127708298711,-0.07535809356797979,0.059259454597396566,0.18126267468390633,,,,0.12182672727107999,0.664195909500122,2.490122222900391,1.0451164838363642,0.12453486345197626,False,88.76665206477104,1.641448277381681
S50A14T02,A14,19,0.6333333333333333,0.233174065061988,0.5598137200240674,2.612279078347518,-0.0664781481015051,0.08116414275058315,0.17441404473271316,,,,0.13573768568038935,0.649887098312378,2.482931819915771,1.0413529424967365,0.1269436773627441,False,90.40939127521811,1.6317809564911452
S50A14T02,A14,20,0.6666666666666666,0.22246887806856042,0.538846583791752,2.5558805364842208,-0.07718333509493269,0.10213127898289853,0.11801550286941609,,,,0.1304881327450276,0.6308433170318604,2.4440866508483885,0.9153544006532308,0.22422889419052855,True,95.1212040611388,1.4247985169868176
S50A14T02,A14,21,0.7,0.23099240426213608,0.526457135322709,2.5530526467059325,-0.06865980890135703,0.11452072745194153,0.1151876130911278,,,,0.14109180378168823,0.6217605667114259,2.4435658264160156,0.9091734216069863,0.14548790643413345,False,99.20166030693554,1.442583049258358
S50A14T02,A14,22,0.7333333333333333,0.2420784724540096,0.5410985225215497,2.569500708361379,-0.05757374070948351,0.09987934025310086,0.13163567474657434,,,,0.14967499028146267,0.628504755973816,2.4549156303405764,0.9595952127117473,0.11498771500774842,True,98.13245162159477,1.5524638014036156
S50A14T02,A14,23,0.7666666666666667,0.24301980231951892,0.5579307639035038,2.581534507023408,-0.05663241084397419,0.0830470988711467,0.14366947340860348,,,,0.15552121210098266,0.6475113382339478,2.4609164161682124,0.9850112125284487,0.06526827118385709,False,99.73011395742655,1.5764438576110993
S50A14T02,A14,24,0.8,0.24816712534929478,0.5631354032087373,2.5849250184253934,-0.05148508781419833,0.07784245956591318,0.14705998481058868,,,,0.16136868044734007,0.6515817346572875,2.4612206115722657,0.9869723576143132,0.02407322739231536,False,100.23375573909664,1.5798281214480243
S50A14T02,A14,25,0.8333333333333334,0.27106472164776063,0.5829383836199044,2.6038740251674564,-0.028587491515732477,0.058039479154746165,0.1660089915526517,,,,0.1754987730681897,0.6621868019104004,2.477250923156738,1.0179454590266253,0.07449626116686675,True,100.21009103581609,1.6217904222410038
S50A14T02,A14,26,0.8666666666666667,0.264864015494543,0.5844494377634234,2.614582044763662,-0.03478819766895008,0.056528425011227124,0.1767170111488574,,,,0.17456059156358245,0.6640128507614136,2.484203540802003,1.0364278648641059,0.07641753865793689,False,101.03998674211833,1.652314563655969
S50A14T02,A14,27,0.9,0.2701425126738101,0.5854062522831809,2.5781324766791727,-0.02950970048968299,0.055571610491469636,0.140267443064368,,,,0.17765365386195478,0.6640703563690185,2.4545272827148437,0.9995995706443912,0.11988986930383089,True,101.34244512893824,1.6089014670124515
S50A14T02,A14,28,0.9333333333333333,0.270262095596852,0.5952460486757337,2.572293011784128,-0.029390117566641116,0.0457318140989168,0.1344279781693234,,,,0.1750442703962326,0.6736898546218872,2.449244850158691,1.0012708012629288,0.14587934999691154,False,97.00501135092102,1.6174990268670322
S50A14T02,A14,29,0.9666666666666667,0.277651475459321,0.6000033211427824,2.574798948091621,-0.022000737704172102,0.04097454163186809,0.13693391447681647,,,,0.1790906794667244,0.679026909828186,2.4509467811584478,1.0247337387740039,0.06746601530391179,False,94.78507525163423,1.6519786945641255
S50A14T02,A14,30,1.0,0.2641785613081646,0.5873170913980176,2.5805029657771774,-0.035473651855328525,0.05366077137663294,0.14263793216237275,,,,0.1718900747243315,0.6747652902603148,2.450666313171387,1.0140107071738342,0.10015882988936783,False,95.09075329219495,1.6298340059268188
S50A14T02,A14,31,1.0333333333333334,0.2567663063107686,0.5879760673814478,2.5646074541941477,-0.04288590685272453,0.05300179539320271,0.12674242057934304,,,,0.16523864208720626,0.6735348930358886,2.4414900856018074,0.9899879483142442,0.06459959155797529,False,94.70936555144283,1.5880221613890175
S50A14T02,A14,32,1.0666666666666667,0.2572701224140558,0.5878140585871349,2.5639191725606514,-0.04238209074943733,0.05316380418751565,0.12605413894584672,,,,0.1668366281725466,0.6737062549591065,2.4406212730407724,0.9905541461872674,0.0174867937058414,False,95.32033406909383,1.586998226409696
S50A14T02,A14,33,1.1,0.26166815348297656,0.5962408678245702,2.567281016478032,-0.037984059680516546,0.04473699495008032,0.12941598286322753,,,,0.1711773277148604,0.6794306507110598,2.4425783462524415,0.9999914295543681,0.038250638796599006,False,96.01202001313449,1.5856184763029773
S50A14T02,A14,34,1.1333333333333333,0.2497223652818732,0.5966310599573131,2.564365923176177,-0.049929847881619915,0.04434680281733738,0.12650088956137218,,,,0.14926016011834145,0.6694287986755372,2.4483870277404787,1.0076159786431629,0.2573082185657329,True,96.04076496361604,1.5948788811851622
S50A14T02,A14,35,1.1666666666666667,0.2441930217594977,0.5940749772898525,2.558188023933564,-0.05545919140399541,0.04690288548479804,0.12032299031875926,,,,0.13350113366544245,0.6533688011169433,2.4407837867736824,1.00415855869141,0.22124869259544874,True,96.10129821303558,1.583298906617751
S50A14T02,A14,36,1.2,0.2509071731094011,0.6044545459084868,2.558504907329578,-0.048745040054092026,0.036523316866163724,0.12063987371477314,,,,0.15535223370790482,0.6701731872558593,2.4377904586792,0.9950925328953206,0.22745095238511454,True,96.3638958754565,1.5788292592782907
S50A14T02,A14,37,1.2333333333333334,0.2523768879173505,0.6053140237771171,2.556749873329916,-0.047275325246142585,0.03566383899753345,0.11888483971511121,,,,0.15973237878084182,0.6728500785827638,2.434175300598145,0.99622724270005,0.04277106973986489,False,96.29658499561668,1.5827315864324887
S50A14T02,A14,38,1.2666666666666666,0.261864292719125,0.6019868905167209,2.5572129963440258,-0.03778792044436813,0.03899097225792958,0.1193479627292211,,,,0.17190794727206232,0.6745586471557617,2.4314864845275874,1.002320495829345,0.08757178324340786,False,97.59597768100103,1.6079345487088124
S50A14T02,A14,39,1.3,0.2661125970296063,0.5899420836694522,2.562966290653235,-0.033539616133886785,0.0510357791051983,0.12510125703843045,,,,0.1767503702044487,0.6659179477691651,2.435500183105469,0.9909719886566368,0.05425206232494242,False,98.87499612275982,1.5962372495611903
S50A14T02,A14,40,1.3333333333333333,0.2714657117924673,0.5927370109589264,2.560261378208938,-0.028186501371025796,0.04824085181572413,0.1223963445941334,,,,0.18285987171344456,0.6737190971374509,2.431147480010987,1.0016146089405198,0.05835894817943231,False,100.22668194885044,1.6085527586898012
S50A14T02,A14,41,1.3666666666666667,0.27126831509240235,0.5829737889239345,2.574022579594697,-0.028383898071090763,0.05800407385071604,0.13615754597989227,,,,0.18331600889191027,0.6624863309860228,2.441151699066162,1.000792220501049,0.049486551461051013,False,100.93370749811525,1.6132925878217088
S50A14T02,A14,42,1.4,0.2578371582676133,0.5820768350660456,2.567640368316943,-0.04181505489587983,0.05890102770860495,0.12977533470213842,,,,0.17602241614460945,0.666250454902649,2.4363187370300294,1.0000085704456319,0.052364912143585206,False,101.46782641894414,1.5999481373407132
S50A14T02,A14,43,1.4333333333333333,0.24840152969698515,0.5638768357418744,2.5761077263714944,-0.05125068346650796,0.0771010270327761,0.13824269275668977,,,,0.12431049272418018,0.6145359129905701,2.4480725708007816,1.020955937400751,0.4893849709265847,True,100.86445498001656,1.6320592916872652
S50A14T02,A14,44,1.4666666666666666,0.2563043201073134,0.5919904881240642,2.571125470365994,-0.0433478930561797,0.048987374650586335,0.13326043675118937,,,,0.1436321282088757,0.6596883382797242,2.4430291976928715,1.0057233567633752,0.30880234227776937,True,95.04588983632559,1.6198129610018523
S50A14T02,A14,45,1.5,0.2590170810090057,0.5852187039915768,2.5724099569399392,-0.040635132154487386,0.05575915878307369,0.13454492332513457,,,,0.15409720730781556,0.6610396785736083,2.4407559394836427,1.0073797690923907,0.11269115434622948,False,97.28189270690586,1.6180380853406096
