trial,index0,time_nominal_s,pelvis_camera_y_m,left_knee_included_angle_deg,right_knee_included_angle_deg,median_limb_length_ratio,max_step_from_previous_m,screen_pass
S06A08T01,0,0.0,0.08722374725,87.14524650966564,90.25037804670387,0.849716004259663,,False
S06A08T01,1,0.03333333333333333,0.08410740662,89.44875037864759,93.27578011579777,0.8346254430349654,0.048274673709137114,False
S06A08T01,2,0.06666666666666667,0.09020611572,87.58188589058422,88.75706219508248,0.8488348106637816,0.07265534183290773,False
S06A08T01,3,0.1,0.07437692260999999,93.42305760942232,94.46916383333753,0.8159276272697202,0.03956515092969954,False
S06A08T01,4,0.13333333333333333,0.07879161071999999,86.80799408864176,87.23099720953269,0.8389713846384347,0.12298474474003793,False
S06A08T01,5,0.16666666666666666,0.07926750946,86.79679979047822,87.22218413850311,0.8399920145806123,0.020304015877653077,False
S06A08T01,6,0.2,0.07574736786,93.52336280823492,93.57443768903258,0.8092041238234446,0.08603064526006536,False
S06A08T01,7,0.23333333333333334,0.07478210449,90.27998205292003,90.38242890340929,0.8172771169022492,0.060758139305999714,False
S06A08T01,8,0.26666666666666666,0.0711812439,93.9547130752577,92.57047004079719,0.7971180705633434,0.06938717615681271,False
S06A08T01,9,0.3,0.08112049866,88.92855549523739,84.12219847292215,0.8201879494106397,0.06585694375163996,False
S06A08T01,10,0.3333333333333333,0.08250080108999999,89.60734951207544,88.27796729671253,0.8475025640234131,0.1397600276219742,False
S06A08T01,11,0.36666666666666664,0.08144281006,85.9087578982749,86.71385749103136,0.8190057739954849,0.05834563260109518,False
S06A08T01,12,0.4,0.08980155182,87.98186850479819,87.51290430689858,0.8349165617595532,0.12965129298081288,False
S06A08T01,13,0.43333333333333335,0.08299174499999999,89.90792948013231,90.14440301351239,0.8264819495238962,0.07941859342151464,False
S06A08T01,14,0.4666666666666667,0.09417008209,90.82313217488614,90.75378809265212,0.8274211126043132,0.07691320788628667,False
S06A08T01,15,0.5,0.09428897858,90.78862010699142,90.869079618966,0.8282227105796184,0.01603515225013317,False
S06A08T01,16,0.5333333333333333,0.09763542938,89.46239079814201,89.37762069058296,0.8390454099486359,0.06306626339251734,False
S06A08T01,17,0.5666666666666667,0.09469632721,90.8523830132248,89.99038305258908,0.8464655848425654,0.10553081026036817,False
S06A08T01,18,0.6,0.09372984314,93.7355987989152,94.85854187183155,0.8478714789950532,0.04814543318419903,False
S06A08T01,19,0.6333333333333333,0.09522940826,94.12400842521039,94.19025423060116,0.8463898348102306,0.015546569110622894,False
S06A08T01,20,0.6666666666666666,0.09608434296,91.21687407004973,91.6953715529861,0.850597339799071,0.03597355730740463,False
S06A08T01,21,0.7,0.09663155365000001,91.38334085371132,92.7583709666889,0.8499274049735157,0.016000513805700153,False
S06A08T01,22,0.7333333333333333,0.09879084014999999,94.36248229889165,91.25276559561338,0.842012430601701,0.03538910386125494,False
S06A08T01,23,0.7666666666666667,0.09926370239,94.75864253780128,91.9086459113447,0.8433097980931668,0.01246143600782762,False
S06A08T01,24,0.8,0.09955531311,93.1044616739473,90.063871110296,0.8606644682623823,0.09674932735531126,False
S06A08T01,25,0.8333333333333334,0.1088429794,91.18609562138019,88.68725095390943,0.8657083005558011,0.07205632169750306,False
S06A08T01,26,0.8666666666666667,0.1016405487,91.90260645758127,90.1284290837685,0.8677505747615182,0.025225166697457873,False
S06A08T01,27,0.9,0.100810051,91.9093724283726,89.71831736581034,0.8670328290057601,0.02651905082444495,False
S06A08T01,28,0.9333333333333333,0.10081499479999999,91.90553638707834,89.71361842218487,0.8670477761258164,0.00047086681489240433,False
S06A08T01,29,0.9666666666666667,0.09202348328,97.25669261762171,90.2740175603504,0.849223602708658,0.14327996301428372,False
S06A08T01,30,1.0,0.09062950134,102.35645388944347,93.18548435409662,0.8610832355418951,0.11190858364041108,False
S06A08T01,31,1.0333333333333334,0.08906334685999999,102.65616349139431,92.25854327777905,0.8591530788683361,0.034775962616346745,False
S06A08T01,32,1.0666666666666667,0.08854099273999999,102.6865741544734,93.12538218345291,0.8567534743954538,0.06844851365652178,False
S06A08T01,33,1.1,0.08968849182,103.27736306086527,92.73509191610596,0.8552305274818331,0.021852696701965588,False
S06A08T01,34,1.1333333333333333,0.09641378021,100.08480663423448,91.72119123737143,0.8631404033211586,0.06842695257065146,False
S06A08T01,35,1.1666666666666667,0.09646287537,98.63635112569123,90.3343177677526,0.8711238086873693,0.04039017435445565,False
S06A08T01,36,1.2,0.09650131226,98.62200293628882,90.31925323634594,0.8711053696144136,0.0006086357158428646,False
S06A08T01,37,1.2333333333333334,0.11604928590000001,93.0600757362116,84.44675470851901,0.8752473319818656,0.15917641063715163,False
S06A08T01,38,1.2666666666666666,0.11372887420000001,91.8532113008075,84.54454682436833,0.8789757922453352,0.032591917823516045,False
